Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
GSF-GSF,142971,236374073,34.93416968,-30.88008259,16.32154003,0.651184822,34.9281,0.0186425,2.65537,1,63.29211229,34.03906101,-52.35952337,-10.28173702,62.4514,-0.163901,-0.994349,-1,90.81266182
GSF-GSF,142971,407851699,75.51672654,32.47487946,-14.51010264,66.61542698,35.5691,1.38528,-0.420198,-1,41.52888659,-27.06018486,29.29261185,11.59041445,39.8787,0.286698,2.3166,1,85.64858681
GSF-GSF,142971,507564116,71.15078429,17.32685974,14.89853729,-67.38135961,22.8514,-1.80209,0.710186,1,44.99464689,-44.73494579,-2.131560445,-4.331203493,44.7857,-0.0965594,-3.09398,-1,86.21409744
GSF-GSF,142971,1116267046,211.8371941,-30.65076591,-34.60308693,206.732082,46.226,2.2033,-2.2957,1,105.9233682,38.2507848,18.54502761,97.01916995,42.5093,1.5632,0.451436,-1,91.60420469
GSF-GSF,142971,1277242178,61.75844615,46.33655815,-10.29570269,39.50984124,47.4666,0.757747,-0.218642,-1,44.13031146,-40.66871186,4.879574117,16.42345949,40.9604,0.390926,3.02218,1,89.56805194
GSF-GSF,142971,119267841,51.41809598,13.42935806,46.5204121,17.30098825,48.42,0.350114,1.28976,1,72.87192971,-10.53673475,-35.37073801,62.83475355,36.9068,1.3021,-1.86032,-1,94.30583689
GSF-GSF,142971,486127261,75.48150469,-39.45891534,-18.21443385,61.71455218,43.46,1.14957,-2.70913,1,67.63054987,37.92437657,2.176840777,55.95439483,37.9868,1.17969,0.0573366,-1,79.8468526
GSF-GSF,142971,138386020,43.38485403,25.60698793,-27.56164696,21.60748354,37.6213,0.546699,-0.822145,-1,43.05293118,-24.83191663,5.288391247,-34.77015556,25.3888,-1.12013,2.93176,1,82.47142609
GSF-GSF,142971,138386020,18.9384878,0.586940003,4.742860398,-18.32558585,4.77904,-2.05379,1.44767,-1,43.05293118,-24.83191663,5.288391247,-34.77015556,25.3888,-1.12013,2.93176,1,18.31210995
GSF-GSF,142971,138386020,18.9384878,0.586940003,4.742860398,-18.32558585,4.77904,-2.05379,1.44767,-1,43.38485403,25.60698793,-27.56164696,21.60748354,37.6213,0.546699,-0.822145,-1,51.63922157
GSF-GSF,142971,1070869459,58.79605325,-6.092770371,-39.12018375,43.4679796,39.5918,0.948936,-1.7253,1,39.27827854,14.59964037,36.03844193,-5.555571009,38.8834,-0.142396,1.18589,-1,89.99644361
GSF-GSF,142971,1110097348,48.17525414,-21.81979189,-42.86244548,-2.750010958,48.0967,-0.0571456,-2.04167,1,56.72034178,29.68373822,29.06409228,-38.61801906,41.5433,-0.830696,0.774851,-1,95.07647413
GSF-GSF,142971,54887188,2.804284876,-1.907333663,2.016743655,-0.398543265,2.77582,-0.143088,2.32832,-1,48.7951209,26.51817491,25.00165469,32.44483757,36.4458,0.801581,0.755971,1,17.31607176
GSF-GSF,142971,54887188,43.41682744,-34.24959312,-26.66658913,0.937709728,43.4067,0.0216012,-2.48004,-1,48.7951209,26.51817491,25.00165469,32.44483757,36.4458,0.801581,0.755971,1,85.59265223
GSF-GSF,142971,54887188,43.41682744,-34.24959312,-26.66658913,0.937709728,43.4067,0.0216012,-2.48004,-1,2.804284876,-1.907333663,2.016743655,-0.398543265,2.77582,-0.143088,2.32832,-1,14.87152603
GSF-GSF,143004,108593080,79.76604378,-20.6188545,-32.24035408,-69.98602824,38.2698,-1.36432,-2.13978,-1,195.5045319,42.43970427,42.40999301,-186.0706478,59.9978,-1.85,0.785048,1,98.12898365
GSF-GSF,143004,43533778,51.44676879,-29.73529999,19.00794326,37.4336753,35.2915,0.92365,2.57282,1,31.04770867,24.06007992,-11.50310595,-15.89815465,26.6685,-0.565512,-0.445974,-1,79.07609915
GSF-GSF,143005,23846044,66.18698441,-54.56605881,-34.64673871,14.24309052,64.6363,0.218612,-2.57587,1,31.45734885,18.59271331,13.11716732,-21.72131971,22.7541,-0.848912,0.614408,-1,87.86858299
GSF-GSF,143005,79953239,43.77697113,39.05440292,-5.723017084,-18.93208622,39.4715,-0.462927,-0.145504,-1,27.28196015,-26.4856832,-5.190539045,-3.983997848,26.9895,-0.147082,-2.94807,1,65.17013413
GSF-GSF,143005,70133236,64.58846063,-19.76643681,28.23790459,54.62213806,34.4687,1.24084,2.18152,-1,159.27814,16.71244841,-45.49049917,151.7261824,48.4633,1.859,-1.21872,1,85.0273288
GSF-GSF,143006,8090023,52.89831182,-47.26082593,9.168253265,-21.92233694,48.1419,-0.440941,2.94998,1,29.36607346,22.91859675,-4.448330779,17.81338111,23.3463,0.70352,-0.191709,-1,78.33086095
GSF-GSF,143006,510949,46.99474351,-9.347572247,-45.51575738,-7.031688364,46.4657,-0.150759,-1.77335,-1,61.0570389,15.74407607,36.47952703,-46.360869,39.732,-0.99457,1.16336,1,93.28372731
GSF-GSF,143006,34395563,43.18781133,23.89514105,33.30961228,13.58966562,40.994,0.325714,0.948511,-1,48.67278712,-24.70893453,-41.83369734,2.906978965,48.5859,0.0597961,-2.10431,1,89.96059126
GSF-GSF,143006,53495599,92.5810818,5.102444088,-24.25103273,89.20262991,24.782,1.9927,-1.36342,-1,27.83094283,-5.462805935,25.66587883,-9.272636826,26.2408,-0.346398,1.78051,1,90.04510109
GSF-GSF,143007,65967115,180.8777055,23.97057633,-29.36712336,-176.8607584,37.908,-2.24464,-0.886232,-1,54.45336803,-23.80440878,23.99534544,-42.69359214,33.7998,-1.05577,2.3522,1,84.54417598
GSF-GSF,143007,193904095,215.8213994,-36.72137641,-22.78591108,-211.4502759,43.2164,-2.2912,-2.58623,1,80.69571583,31.58792298,23.30945889,-70.50298434,39.2572,-1.34846,0.635727,-1,91.64132351
GSF-GSF,143007,202835835,170.7929043,28.22366575,28.24573606,-166.0596858,39.9299,-2.13252,0.785789,1,73.20007408,-28.25292317,-28.5628272,-61.18977104,40.1754,-1.20749,-2.35074,-1,88.82655271
GSF-GSF,143008,96006182,121.6552779,24.55206231,-2.622267172,119.1231573,24.6917,2.27741,-0.106401,1,22.66969384,-1.059744595,-21.78213589,-6.191164362,21.8079,-0.280214,-1.61941,-1,83.23820381
GSF-GSF,143179,58071732,3.766527866,2.093702364,1.221431756,2.882923305,2.42394,1.00914,0.528112,-1,77.91045367,18.16877121,36.73445354,66.26095734,40.982,1.25787,1.11148,1,6.247881184
GSF-GSF,143179,58071732,208.8846476,-18.27069622,-32.54562716,205.5231369,37.3234,2.40723,-2.08234,-1,77.91045367,18.16877121,36.73445354,66.26095734,40.982,1.25787,1.11148,1,91.47283509
GSF-GSF,143179,58071732,208.8846476,-18.27069622,-32.54562716,205.5231369,37.3234,2.40723,-2.08234,-1,3.766527866,2.093702364,1.221431756,2.882923305,2.42394,1.00914,0.528112,-1,23.33529805
GSF-GSF,143179,65773755,35.76546434,32.9064848,-5.355886316,12.94782527,33.3395,0.379209,-0.161346,-1,109.9750473,-32.85415984,2.43673404,104.9246279,32.9444,1.87535,3.06756,1,85.66129425
GSF-GSF,143179,78168543,40.08217582,15.13361789,-20.96588661,-30.62655753,25.8572,-1.00598,-0.945575,-1,41.64823678,-34.24507556,15.96291877,17.52243279,37.7828,0.448572,2.7054,1,78.21678053
GSF-GSF,143179,69007114,42.70341585,-16.59158581,31.64324593,-23.38815924,35.7292,-0.615073,2.05372,-1,42.75237346,29.83375907,-10.40998484,28.79834147,31.5978,0.817319,-0.335724,1,81.53045643
GSF-GSF,143179,57717027,38.04097228,-25.08667224,14.01179383,24.92878018,28.7345,0.784556,2.63222,-1,41.59291178,22.96806672,-17.250067,-30.08111384,28.7245,-0.914378,-0.64417,1,79.3727538
GSF-GSF,143181,424090406,69.25506533,2.143203435,-40.6795818,-56.00752073,40.736,-1.1233,-1.51816,1,50.12889852,-7.127728605,41.94723277,-26.50531294,42.5485,-0.588399,1.73911,-1,86.12613236
GSF-GSF,143181,427722235,126.5248356,-4.859234036,37.46115948,-120.7542273,37.775,-1.87887,1.69979,1,69.23279042,-12.59655709,-45.17818136,-50.92580826,46.9014,-0.940765,-1.84271,-1,92.10188099
GSF-GSF,143181,676159107,118.8624262,19.70369752,7.543379,116.9749465,21.0983,2.41395,0.365627,1,24.96514196,-18.70284847,-16.21509544,3.245373963,24.7533,0.130736,-2.42732,-1,78.46810535
GSF-GSF,143181,137005371,44.97401201,27.57481144,2.152547269,35.46347516,27.6587,1.06754,0.0779041,-1,46.29226505,-36.66873404,11.26878916,-25.91123574,38.3612,-0.632442,2.84344,1,89.30541053
GSF-GSF,143181,450918172,49.81151552,-22.04825865,12.27022384,42.94767718,25.2326,1.30187,2.63376,1,63.11059449,38.12175947,-27.06576737,42.39248553,46.7528,0.813866,-0.617394,-1,70.64838301
GSF-GSF,143181,355576491,44.11382326,-3.642468655,37.12765273,23.54356022,37.3059,0.595305,1.66859,-1,41.7082747,3.44383442,-39.28634589,-13.57583179,39.437,-0.337781,-1.48336,1,85.21371648
GSF-GSF,143181,675332103,32.75256069,-27.14999793,16.87162184,7.138362585,31.9652,0.221501,2.58557,-1,77.14172176,32.22172626,-18.64449868,67.56469685,37.2271,1.35767,-0.524559,1,80.41977807
GSF-GSF,143181,372232890,99.0333969,-30.95449634,-9.581543126,-93.58219322,32.4035,-1.78243,-2.84141,1,52.80056504,30.24435966,20.15479911,-38.30094581,36.3447,-0.918926,0.587817,-1,74.48551268
GSF-GSF,143181,366207275,164.2231697,-18.38674033,40.93380915,157.9734171,44.8737,1.97131,1.99297,-1,125.3925674,15.47849113,-34.75615804,119.4810518,38.047,1.86192,-1.15182,1,82.76274249
GSF-GSF,143181,186835785,74.7849125,50.52743868,14.60934184,-53.16322233,52.5971,-0.888964,0.281461,1,54.41127736,-36.95107959,-14.40353881,-37.25242128,39.6591,-0.837806,-2.76991,-1,91.2814712
GSF-GSF,143181,448775891,49.82061724,-40.74937392,13.36713758,-25.3555134,42.8858,-0.561293,2.82462,1,60.83471103,-13.32741338,-28.51137157,52.06096244,31.4725,1.27735,-2.00806,-1,91.53018037
GSF-GSF,143181,473511867,46.11705486,39.3792995,17.76967472,-16.13357308,43.2029,-0.365261,0.423888,1,52.84424446,-30.05151998,-21.24661104,-37.9209947,36.8037,-0.902678,-2.52618,1,82.29426413
GSF-GSF,143181,264798824,52.51781607,26.13738667,34.07342642,-30.23176532,42.9437,-0.655929,0.916447,-1,72.48447781,-26.24699759,-38.67940865,-55.39853777,46.744,-1.00643,-2.167,1,90.9494232
GSF-GSF,143181,442784463,172.1850656,-21.78047279,25.27635828,168.9213235,33.3659,2.32466,2.28204,-1,42.23763438,24.56863415,-22.28388231,26.15011593,33.1691,0.723575,-0.736672,1,88.92411951
GSF-GSF,143181,130823185,143.8931718,24.53535992,-23.76836927,139.7795608,34.1602,2.11676,-0.769521,1,63.20582391,-32.53704535,25.06720702,48.04114891,41.0734,0.996392,2.48515,-1,86.8772759
GSF-GSF,143181,305541605,157.1630109,-14.37880524,-35.99739402,152.3077463,38.7629,2.0774,-1.95082,1,260.7506528,24.47650995,39.76797193,256.5352058,46.6968,2.40492,1.01907,-1,85.92490882
GSF-GSF,143187,10456093,173.4654364,44.31882807,-3.255011141,167.6767843,44.4382,2.0382,-0.0733137,1,56.2954938,-33.15776244,-5.92115894,45.10748595,33.6823,1.10213,-2.96488,-1,85.46442465
GSF-GSF,143187,101882754,66.38051182,19.32556418,11.50863246,62.45355312,22.4928,1.74533,0.537114,1,46.40666723,12.77645912,34.38547022,-28.42499416,36.6824,-0.712944,1.21504,-1,91.79431558
GSF-GSF,143187,44003631,211.966998,-39.55877517,-19.16631238,-207.359022,43.9573,-2.25543,-2.69042,1,155.1097718,41.08459355,9.335134929,-149.2781054,42.1318,-1.9775,0.223424,1,86.35006734
GSF-GSF,143187,78233005,69.50257456,0.376556151,27.25269865,-63.93556516,27.2553,-1.58839,1.55698,-1,42.43261701,2.790955376,-42.03013708,-5.119094761,42.1227,-0.121231,-1.50449,1,86.7901794
GSF-GSF,143187,181051633,62.32404658,27.09220195,-14.31910212,-54.27027446,30.6435,-1.33628,-0.486212,-1,187.2853404,-32.94451518,18.94872414,-183.3886679,38.0052,-2.2776,2.61963,-1,75.94333567
GSF-GSF,143187,29253797,54.14883768,-38.19810053,-9.166238175,-37.26904635,39.2825,-0.844662,-2.90608,-1,41.72682404,39.70514643,1.210679184,12.77354481,39.7236,0.316262,0.0304823,1,92.33932428
GSF-GSF,143187,84690791,46.30638486,38.57054972,16.58117497,-19.53608481,41.9836,-0.449986,0.406007,-1,49.85499343,-42.99720931,-23.41375854,-9.410434207,48.9588,-0.191047,-2.64295,1,91.33909458
GSF-GSF,143187,171863135,153.8256345,45.46469068,-6.669623132,-146.8019205,45.9513,-1.87829,-0.14566,-1,94.25092479,-44.84401725,8.262796037,-82.48622395,45.5989,-1.35478,2.95938,1,94.68897853
GSF-GSF,143191,94841296,66.9813332,33.58070013,17.2286197,-55.33543384,37.7424,-1.17583,0.474034,1,44.98782917,-44.44540829,1.070570347,-6.882175127,44.4583,-0.154189,3.11751,-1,90.62648739
GSF-GSF,143191,94841296,22.06726834,-3.391799909,-9.311423317,-19.71693234,9.90994,-1.43898,-1.92012,1,44.98782917,-44.44540829,1.070570347,-6.882175127,44.4583,-0.154189,3.11751,-1,37.84921979
GSF-GSF,143191,94841296,22.06726834,-3.391799909,-9.311423317,-19.71693234,9.90994,-1.43898,-1.92012,1,66.9813332,33.58070013,17.2286197,-55.33543384,37.7424,-1.17583,0.474034,1,36.36954867
GSF-GSF,143191,94841296,11.07362385,-1.61119657,1.762877168,-10.81302246,2.38824,-2.21532,2.31127,1,44.98782917,-44.44540829,1.070570347,-6.882175127,44.4583,-0.154189,3.11751,-1,26.46747479
GSF-GSF,143191,94841296,11.07362385,-1.61119657,1.762877168,-10.81302246,2.38824,-2.21532,2.31127,1,66.9813332,33.58070013,17.2286197,-55.33543384,37.7424,-1.17583,0.474034,1,18.28201132
GSF-GSF,143191,94841296,11.07362385,-1.61119657,1.762877168,-10.81302246,2.38824,-2.21532,2.31127,1,22.06726834,-3.391799909,-9.311423317,-19.71693234,9.90994,-1.43898,-1.92012,1,9.177694297
GSF-GSF,143318,91872015,43.36396673,4.782615533,43.0203724,-2.609167886,43.2854,-0.0602418,1.46008,1,47.23003239,-7.928757428,-45.80118247,-8.370331518,46.4824,-0.179116,-1.74221,-1,89.82812564
GSF-GSF,143318,112422439,70.48275527,40.06071503,5.131243023,57.76355466,40.388,1.15542,0.127393,-1,141.5133606,-39.45743373,-8.667495998,135.624543,40.3982,1.92573,-2.92536,1,86.7786137
GSF-GSF,143319,47428985,120.6187353,-20.66299386,12.42093974,-118.1847716,24.1089,-2.29306,2.60035,-1,32.25730803,25.44249482,-18.37296573,-7.459725773,31.3829,-0.235517,-0.625429,1,86.75410453
GSF-GSF,143320,20234590,121.4639981,-25.22857794,30.98800606,-114.7029432,39.9592,-1.77668,2.2541,1,21.81207482,-0.995513347,-21.61989235,2.712160755,21.6428,0.124989,-1.61681,-1,84.91544743
GSF-GSF,143320,133789748,58.52990344,30.77390494,-1.787937391,-49.75459427,30.8258,-1.25641,-0.0580339,-1,36.67492298,-24.32150601,-6.742504802,26.60926437,25.2388,0.919253,-2.87116,1,91.72704499
GSF-GSF,143320,140727759,48.36283284,0.170964336,-36.71630197,-31.47773087,36.7167,-0.7768,-1.56614,-1,172.9528841,-19.29858687,21.66805038,-170.5014963,29.0162,-2.4712,2.29842,1,87.13622964
GSF-GSF,143320,39397432,140.877325,-38.14114542,3.558644677,-135.5692065,38.3068,-1.97639,3.04856,1,66.64591445,39.46394684,-17.39849248,-50.80912586,43.129,-1.00186,-0.415236,-1,90.19823121
GSF-GSF,143320,161828659,51.19959648,10.9712938,49.97047065,1.995358422,51.1607,0.0389919,1.35467,1,38.68745117,-4.314076459,-38.38372402,-2.190285993,38.6254,-0.0566755,-1.68272,-1,88.887975
GSF-GSF,143320,28512283,44.653772,44.48400312,-2.837358233,2.661243768,44.5744,0.059668,-0.0636975,1,47.40045418,-46.60004064,2.134498414,8.407329228,46.6489,0.179264,3.09582,-1,91.3591573
GSF-GSF,143321,19334402,26.39649258,4.360300582,-24.07564222,9.905859415,24.4673,0.394545,-1.39163,1,51.96144192,-6.574654951,23.79541723,-45.72246141,24.687,-1.37546,1.84037,-1,69.65741187
GSF-GSF,143321,10572147,44.48558951,-12.81824144,16.01614443,-39.47332615,20.514,-1.40922,2.24574,1,44.76344744,20.2077758,-19.54174354,34.83579026,28.1111,1.04084,-0.768644,-1,88.75161288
GSF-GSF,143321,44320238,75.89868627,-1.979795226,42.96781342,-62.53365493,43.0134,-1.16887,1.61684,1,77.71986548,-6.161916426,-42.56873665,-64.73261107,43.0124,-1.19752,-1.71455,-1,85.64759338
GSF-GSF,143321,16602217,32.08499754,30.49073846,-5.815074563,-8.120766136,31.0403,-0.258724,-0.188453,-1,79.58757765,-55.1887488,34.66999713,-45.67686307,65.1752,-0.653348,2.58069,1,90.18858502
GSF-GSF,143321,38141473,41.89274219,-35.66597887,10.56370947,-19.27038768,37.1975,-0.497303,2.85364,1,54.18788139,42.37603913,-31.19191811,12.9484378,52.6181,0.243665,-0.634529,-1,93.3861407
GSF-GSF,143322,34305394,79.38861925,26.49872772,-0.259671729,-74.83517131,26.5,-1.76126,-0.00979909,1,44.47832763,-28.86183974,1.84106682,33.79240016,28.9205,0.995623,3.07789,-1,116.8350391
GSF-GSF,143322,79308975,391.0598797,-54.05072726,-46.06228746,384.5576862,71.0156,2.39076,-2.43582,1,175.6585484,31.73461834,-5.242320578,172.6886148,32.1647,2.38233,-0.163714,1,86.69581947
GSF-GSF,143322,178713710,167.8584014,-27.50799607,49.39271966,-158.0509802,56.5361,-1.75174,2.07894,-1,55.55515919,27.12331412,-17.87266462,-45.0696062,32.4824,-1.1307,-0.582635,1,87.53276313
GSF-GSF,143322,178713710,20.27047068,-9.282143642,3.157318013,17.74162151,9.80443,1.35507,2.81372,-1,55.55515919,27.12331412,-17.87266462,-45.0696062,32.4824,-1.1307,-0.582635,1,66.84204222
GSF-GSF,143322,178713710,20.27047068,-9.282143642,3.157318013,17.74162151,9.80443,1.35507,2.81372,-1,167.8584014,-27.50799607,49.39271966,-158.0509802,56.5361,-1.75174,2.07894,-1,107.6602785
GSF-GSF,143322,33391451,61.65894217,31.51169292,-19.3042915,-49.35770141,36.9546,-1.09999,-0.549638,-1,118.6925882,-39.14890887,27.39179524,-108.6507386,47.7802,-1.55985,2.53108,1,86.23382535
GSF-GSF,143322,94457367,48.16976184,27.02952358,-25.10105579,30.9785056,36.8871,0.763461,-0.748422,-1,41.36059871,-32.88722879,18.37990038,-17.06776407,37.6748,-0.43881,2.63196,1,87.99255701
GSF-GSF,143322,167966163,180.2169492,-25.44363277,15.32378786,177.7525017,29.7018,2.48924,2.59951,1,31.33062315,22.24972377,-17.62033948,13.26956576,28.3818,0.45199,-0.669804,1,90.81558188
GSF-GSF,143322,178027854,38.87702668,-30.28288454,22.62387731,-9.084617935,37.8007,-0.238074,2.49996,-1,39.77137053,21.15389588,-21.25584216,26.12400767,29.9883,0.787261,-0.787802,1,76.22348475
GSF-GSF,143322,104836706,58.36171812,17.71149148,44.50832392,33.33770107,47.9029,0.64934,1.19207,1,33.54426547,2.456414947,-24.59453539,-22.67802019,24.7169,-0.821826,-1.47125,-1,86.77429112
GSF-GSF,143322,99994097,64.95500633,-38.3525071,21.60273887,-47.76567511,44.0181,-0.940312,2.62862,-1,45.57885145,36.77669083,-24.96285568,-10.0877424,44.4485,-0.225049,-0.596334,1,94.11132883
GSF-GSF,143326,106582491,9.066587198,7.606033673,-0.772676514,-4.873830724,7.64518,-0.600717,-0.10124,-1,182.3361808,20.54168454,-51.36166614,173.7426294,55.3171,1.86207,-1.19034,1,67.88272756
GSF-GSF,143326,106582491,53.06309094,-9.481210309,31.43300403,41.68650296,32.8318,1.05984,1.86375,-1,182.3361808,20.54168454,-51.36166614,173.7426294,55.3171,1.86207,-1.19034,1,92.10657087
GSF-GSF,143326,106582491,53.06309094,-9.481210309,31.43300403,41.68650296,32.8318,1.05984,1.86375,-1,9.066587198,7.606033673,-0.772676514,-4.873830724,7.64518,-0.600717,-0.10124,-1,39.51394815
GSF-GSF,143326,191816728,201.7997359,39.80731937,-5.217582712,-197.7657391,40.1478,-2.29781,-0.130328,1,41.37129362,-9.131482982,27.37591248,-29.64387575,28.8587,-0.900482,1.89275,-1,77.36289906
GSF-GSF,143326,55928463,101.5426222,-29.95961585,-4.487286074,-96.91846987,30.2938,-1.87965,-2.99292,-1,50.66254873,40.31310094,11.94197181,-28.26547444,42.0447,-0.629803,0.287995,-1,85.63076052
GSF-GSF,143326,134931916,212.4135866,-28.59351999,-36.94187109,207.2130318,46.715,2.1953,-2.22949,1,42.96527003,17.8756481,22.37080833,32.03158704,28.6355,0.962799,0.896628,-1,87.48247896
GSF-GSF,143326,190084093,59.63591382,40.09571211,-7.173153692,43.55825931,40.7323,0.929591,-0.177028,1,164.561409,-25.361653,52.56249825,153.8649657,58.3612,1.69674,2.02035,-1,94.92747071
GSF-GSF,143326,39655117,33.79659774,24.80833927,-20.84607968,9.601941651,32.4039,0.292147,-0.698827,1,72.36615962,-37.70107151,21.59934506,57.87018713,43.45,1.09774,2.62133,-1,80.93981057
GSF-GSF,143326,157126640,162.622533,10.52148739,-29.10203537,159.6510509,30.9456,2.34317,-1.22388,1,148.9177765,-29.08749493,51.56809163,136.6424301,59.206,1.57343,2.08437,-1,91.75029783
GSF-GSF,143326,135916783,112.0730057,39.81220154,13.50402223,103.8893093,42.0401,1.63648,0.327015,1,35.8583242,-32.47311858,-4.919878008,14.39134409,32.8437,0.425244,-2.99123,-1,88.12386575
GSF-GSF,143326,115907982,126.744456,46.4305215,-36.72261809,112.0705721,59.1975,1.39481,-0.669177,-1,25.93804584,-20.33991566,13.84322236,8.211896679,24.6038,0.32786,2.54401,1,87.40645068
GSF-GSF,143326,6379981,49.82075781,-38.69960627,-13.78633317,28.18484346,41.0819,0.641213,-2.79937,-1,95.11882676,47.14790437,0.548948995,82.60971476,47.1511,1.3269,0.0116426,1,92.11648584
GSF-GSF,143326,6379981,16.17004964,-2.781425727,5.285404642,15.02659887,5.97259,1.65313,2.05522,-1,95.11882676,47.14790437,0.548948995,82.60971476,47.1511,1.3269,0.0116426,1,29.15373322
GSF-GSF,143326,6379981,16.17004964,-2.781425727,5.285404642,15.02659887,5.97259,1.65313,2.05522,-1,49.82075781,-38.69960627,-13.78633317,28.18484346,41.0819,0.641213,-2.79937,-1,26.3555709
GSF-GSF,143326,35452333,186.6930568,17.47433878,40.77519814,-181.3458799,44.3618,-2.11581,1.16592,-1,179.4218189,-22.12089063,-33.92969219,-174.7902494,40.5038,-2.1685,-2.14855,1,84.49087657
GSF-GSF,143326,116612920,97.88087406,-2.482010483,-37.52099723,-90.36968462,37.603,-1.61069,-1.63685,1,154.830392,-6.99056964,40.0763818,-149.3903137,40.6815,-2.01198,1.74349,-1,79.25823244
GSF-GSF,143327,18557289,36.76401484,1.670813866,35.37506454,9.869446633,35.4145,0.275197,1.5236,1,72.01054646,-5.549431513,-27.04083411,-66.50951737,27.6044,-1.61304,-1.77321,-1,92.40835731
GSF-GSF,143327,17182013,86.5432882,19.61740916,18.59598328,82.21366915,27.0306,1.83149,0.758675,1,25.31208832,-11.10170463,-16.5859542,-15.56791871,19.9585,-0.716986,-2.16065,-1,89.40588215
GSF-GSF,143327,57610810,62.86930776,-22.83173718,-38.31782035,44.30582669,44.6043,0.876634,-2.10816,1,57.51502956,17.08550972,39.52573093,38.12847463,43.0604,0.798024,1.16279,-1,87.53568678
GSF-GSF,143327,2189074,43.06133198,34.95041521,11.72526995,-22.25454634,36.8648,-0.571978,0.323684,-1,58.2185575,-11.14975373,26.74038494,50.49787364,28.9718,1.32242,1.96584,1,86.10373037
GSF-GSF,143327,2189074,25.36847197,-2.095781911,-5.049313667,-24.7723939,5.46698,-2.21611,-1.96422,1,58.2185575,-11.14975373,26.74038494,50.49787364,28.9718,1.32242,1.96584,1,75.35943472
GSF-GSF,143327,2189074,25.36847197,-2.095781911,-5.049313667,-24.7723939,5.46698,-2.21611,-1.96422,1,43.06133198,34.95041521,11.72526995,-22.25454634,36.8648,-0.571978,0.323684,-1,36.70299224
GSF-GSF,143327,9461944,47.41259162,-5.169109108,41.63746572,22.08066131,41.9571,0.504582,1.69431,-1,103.7354196,3.107705744,-28.19303665,99.78242394,28.3638,1.97064,-1.46101,1,88.37481367
GSF-GSF,143327,9461944,3.771886949,1.044548231,2.4063493,-2.710264367,2.62328,-0.904627,1.16126,1,103.7354196,3.107705744,-28.19303665,99.78242394,28.3638,1.97064,-1.46101,1,38.11328296
GSF-GSF,143327,9461944,3.771886949,1.044548231,2.4063493,-2.710264367,2.62328,-0.904627,1.16126,1,47.41259162,-5.169109108,41.63746572,22.08066131,41.9571,0.504582,1.69431,-1,16.96375328
GSF-GSF,143328,54067800,131.9140713,-18.06107043,-19.47631777,-129.2122013,26.5618,-2.28553,-2.31851,-1,74.10571079,20.7511533,38.8355231,-59.60577282,44.0319,-1.11077,1.08006,1,80.06190011
GSF-GSF,143328,285456968,108.3453534,7.956405361,-36.23004192,-101.7978157,37.0934,-1.73435,-1.35462,-1,255.4758007,4.536752539,47.22327702,-251.0323978,47.4407,-2.36806,1.47502,1,87.1765016
GSF-GSF,143328,9237578,88.19513341,40.72524132,18.86276123,-75.92122572,44.8815,-1.29655,0.433753,1,36.66451013,-31.68400036,-1.911358645,-18.35094364,31.7416,-0.549986,-3.08134,-1,79.58388393
GSF-GSF,143328,182382507,66.29297639,32.7888476,-4.814310436,-57.41491624,33.1404,-1.31717,-0.145786,1,147.5595195,-38.61666081,15.33506825,-141.5888449,41.5501,-1.94004,2.76358,-1,77.36758574
GSF-GSF,143328,44002766,83.67700466,-50.74050025,39.11416696,-53.82680267,64.0665,-0.76373,2.48487,-1,31.30245531,24.9878711,11.90029796,14.62302687,27.6769,0.506422,0.444462,1,91.7478427
GSF-GSF,143328,44002766,5.039407868,1.009895426,-4.751492444,-1.341291236,4.85763,-0.272727,-1.36137,-1,31.30245531,24.9878711,11.90029796,14.62302687,27.6769,0.506422,0.444462,1,20.42883338
GSF-GSF,143328,44002766,5.039407868,1.009895426,-4.751492444,-1.341291236,4.85763,-0.272727,-1.36137,-1,83.67700466,-50.74050025,39.11416696,-53.82680267,64.0665,-0.76373,2.48487,-1,34.25137676
GSF-GSF,143328,44002766,108.684566,17.65555058,4.022585939,107.1654572,18.108,2.47823,0.224013,1,31.30245531,24.9878711,11.90029796,14.62302687,27.6769,0.506422,0.444462,1,51.88382825
GSF-GSF,143328,44002766,108.684566,17.65555058,4.022585939,107.1654572,18.108,2.47823,0.224013,1,83.67700466,-50.74050025,39.11416696,-53.82680267,64.0665,-0.76373,2.48487,-1,176.6424877
GSF-GSF,143328,44002766,108.684566,17.65555058,4.022585939,107.1654572,18.108,2.47823,0.224013,1,5.039407868,1.009895426,-4.751492444,-1.341291236,4.85763,-0.272727,-1.36137,-1,37.22174023
GSF-GSF,143328,101703570,53.80337553,-23.128457,15.04525941,46.19001909,27.5914,1.2876,2.56486,-1,46.3492121,22.75600025,-17.00726601,-36.62194448,28.4092,-1.07178,-0.641819,1,99.67449304
GSF-GSF,143328,72139377,53.82164666,7.115605398,47.74770973,-23.79693309,48.275,-0.474893,1.42286,-1,39.5966085,-19.85145563,-31.15424118,14.25567854,36.9414,0.376912,-2.13812,1,90.54496
GSF-GSF,143328,165915646,143.5996384,-31.22420132,-11.29813442,-139.7077577,33.2054,-2.14382,-2.79441,-1,62.77009221,47.31506923,-8.784914672,-40.30128999,48.1237,-0.761647,-0.183578,1,97.58567301
